1 1 0.2613242 0.1661752 0.6190592
1 2 0.1340672 0.1661752 0.2058022
1 3 -1.723882 0.1661752 -1.364576
1 4 0.9675862 0.1661752 0.2058022
1 5 0.5443412 0.1661752 0.3711052
1 6 1.7348992 0.1661752 2.1894372
1 7 1.0396082 0.1661752 -1.116621
1 8 -0.129085 0.1661752 -1.03397
1 9 -0.939378 0.1661752 -0.538061
1 10 -1.219486 0.1661752 -1.447227
1 11 2.4086922 0.1661752 2.4373912
1 12 0.6107292 0.1661752 2.1067862
1 13 -1.836687 0.1661752 0.0404992
1 14 -0.129085 0.1661752 1.1976192
1 15 2.2031212 0.1661752 2.5200432
1 16 1.2405332 0.1661752 1.1149682
1 17 1.7348992 0.1661752 1.0323172
1 18 1.3101422 0.1661752 0.7843622
1 19 -0.623051 0.1661752 -1.116621
1 20 1.0396082 0.1661752 -1.199273
1 21 -1.029067 0.1661752 -0.372758
1 22 -1.219486 0.1661752 -1.364576
1 23 0.3280722 0.1661752 -0.951318
1 24 -0.492781 0.1661752 -2.356393
1 25 1.9003352 0.1661752 -0.042152
1 26 0.8965662 0.1661752 0.3711052
1 27 0.0735362 0.1661752 1.1149682
1 28 0.1941492 0.1661752 0.0404992
1 29 1.5061852 0.1661752 0.6190592
1 30 1.9003352 0.1661752 2.0241342
1 31 0.3280722 0.1661752 -0.620713
1 32 0.8965662 0.1661752 -1.116621
1 33 1.6618062 0.1661752 0.2884532
1 34 -0.776109 0.1661752 -0.124804
1 35 0.4026692 0.1661752 0.3711052
1 36 0.9675862 0.1661752 1.0323172
1 37 0.4781942 0.1661752 -0.124804
1 38 0.1340672 0.1661752 0.1231502
1 39 2.3136012 0.1661752 0.6190592
1 40 -0.197611 0.1661752 0.2884532
1 41 0.4781942 0.1661752 -0.290107
1 42 0.8219882 0.1661752 0.7843622
1 43 1.0396082 0.1661752 -0.290107
1 44 -0.555112 0.1661752 -1.03397
1 45 -1.335315 0.1661752 -0.951318
1 46 -0.555112 0.1661752 -2.356393
1 47 1.5061852 0.1661752 0.7843622
1 48 -0.939378 0.1661752 -0.372758
1 49 2.3136012 0.1661752 0.7843622
1 50 -0.062088 0.1661752 -0.703364
1 51 -0.197611 0.1661752 0.0404992
1 52 -0.197611 0.1661752 -0.290107
1 53 2.0397092 0.1661752 1.6108772
1 54 1.6618062 0.1661752 0.3711052
1 55 1.4395322 0.1661752 1.6108772
1 56 0.3280722 0.1661752 0.3711052
1 57 0.0735362 0.1661752 -0.042152
1 58 0.9675862 0.1661752 -0.290107
1 59 -1.029067 0.1661752 -0.620713
1 60 1.7348992 0.1661752 1.6108772
1 61 2.4086922 0.1661752 1.1976192
1 62 -1.526653 0.1661752 -0.620713
1 63 1.4395322 0.1661752 0.8670142
1 64 1.5061852 0.1661752 0.5364082
1 65 1.8138272 0.1661752 0.4537562
1 66 0.7472282 0.1661752 1.2802712
1 67 -1.029067 0.1661752 -1.281924
1 68 -0.129085 0.1661752 -0.124804
1 69 1.5792202 0.1661752 0.2058022
1 70 1.3101422 0.1661752 1.6935282
1 71 -1.118624 0.1661752 -0.868667
1 72 0.8965662 0.1661752 0.8670142
1 73 0.2613242 0.1661752 0.3711052
2 74 1.5792202 0.3951492 0.1231502
2 75 1.2405332 0.3951492 0.7017112
2 76 0.6107292 0.3951492 0.2884532
2 77 0.4781942 0.3951492 0.7017112
2 78 -1.118624 0.3951492 -0.620713
2 79 1.7348992 0.3951492 1.2802712
2 80 2.4086922 0.3951492 0.6190592
2 81 2.9246672 0.3951492 0.9496652
2 82 2.7018012 0.3951492 -0.45541
